[[223,  0,  0,  1,  0,  1,  0,  1,  0,  1,  0,  3,  0,  5,  3, 64,  5,  8,
    1,  3],
 [  1,279, 12, 10,  9, 21,  3,  2,  0,  4,  0, 19,  9,  1, 10,  3,  3,  2,
    1,  0],
 [  1, 21,271, 40,  6, 15,  1,  1,  3,  4,  2, 15,  1,  0,  6,  3,  4,  0,
    0,  0],
 [  0,  6, 17,309, 17,  3,  8,  3,  1,  0,  2,  7, 13,  0,  6,  0,  0,  0,
    0,  0],
 [  0,  2,  7, 16,320,  1,  8,  6,  0,  2,  2,  8,  7,  1,  3,  0,  2,  0,
    0,  0],
 [  1, 28, 12, 12,  3,312,  1,  0,  1,  1,  0, 14,  0,  1,  5,  2,  2,  0,
    0,  0],
 [  0,  1,  3, 32, 13,  0,292, 15,  5,  1,  5,  2,  7,  6,  2,  2,  3,  0,
    1,  0],
 [  1,  1,  0,  1,  0,  0,  4,366,  4,  2,  2,  3,  4,  1,  2,  0,  4,  0,
    1,  0],
 [  0,  0,  0,  1,  0,  0,  3, 10,381,  0,  0,  1,  1,  0,  0,  0,  1,  0,
    0,  0],
 [  0,  0,  0,  0,  1,  0,  2,  3,  0,366, 20,  0,  0,  0,  2,  1,  1,  1,
    0,  0],
 [  0,  0,  0,  0,  0,  0,  0,  0,  0,  3,391,  2,  0,  1,  1,  1,  0,  0,
    0,  0],
 [  0,  2,  1,  0,  0,  1,  1,  3,  1,  1,  0,384,  1,  0,  0,  0,  1,  0,
    0,  0],
 [  1,  7,  4, 21,  8,  0,  6,  6,  6,  1,  1, 52,252,  4, 11,  6,  2,  3,
    2,  0],
 [  3,  1,  0,  2,  1,  3,  2,  0,  4,  5,  5,  5,  7,309,  7, 25, 10,  4,
    3,  0],
 [  0,  5,  0,  0,  0,  3,  0,  1,  1,  0,  0,  3,  1,  2,371,  3,  2,  1,
    1,  0],
 [  3,  1,  1,  1,  0,  0,  0,  0,  1,  0,  0,  0,  1,  1,  2,384,  0,  0,
    0,  3],
 [  0,  0,  0,  1,  0,  0,  2,  0,  2,  1,  0,  5,  0,  0,  1,  3,345,  2,
    2,  0],
 [  0,  1,  0,  0,  0,  1,  0,  0,  0,  1,  1,  1,  0,  0,  0,  8,  3,357,
    3,  0],
 [  2,  0,  0,  0,  0,  0,  0,  1,  0,  1,  0,  6,  0,  1,  9,  7,113,  4,
  166,  0],
 [ 42,  2,  1,  0,  0,  0,  0,  0,  0,  1,  1,  1,  0,  3,  4, 87, 28,  3,
    4, 74]]